,city,order_date,source,order_id,booking_amount,actual_city_name,seller_locality,payment_mode,logistic_provider_name,fulfillment_type,package_type,sample_type,Radiography
3904,Other,10-01-2023,Diagright-Upsell,63bd0d958e918b30bff5aabc,649.3,Khorda,,POD,Thyrocare-DSA,AT-HOME,HA,other,HAother
3905,Other,10-01-2023,Diagright-Upsell,63bd0e078e918b740ff5aae1,1128.8,Khorda,,POD,Thyrocare-DSA,AT-HOME,HA,other,HAother
3906,Other,10-01-2023,Diagright-Upsell,63bd0e1e8e918ba078f5aaeb,1128.8,Khorda,,POD,Thyrocare-DSA,AT-HOME,HA,other,HAother
3907,MUMBAI,10-01-2023,Exotel Lead,63bd0ec849867ab679e81e37,1485,MUMBAI,PAREL,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
3908,Hyderabad,10-01-2023,APP,63bd0ed78e918b650df5ab0d,449.3,Hyderabad,BEGUMPET,POD,Lifecell HA,AT-HOME,Lab-Test,other,Lab-Testother
3909,Mumbai,10-01-2023,Opportunity,63bd100c8e918bb34ef5ab6c,1808.8,Raigarh,,POD,Thyrocare-DSA,AT-HOME,HA,other,HAother
3910,MUMBAI,10-01-2023,Post-PD,63bd106a49867a6cd7e81eaa,950,MUMBAI,PAREL,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
3911,Mumbai,10-01-2023,Agent Upsell,63bd10b749867ae5d8e81ec9,1808.8,Raigarh,,POD,Thyrocare-DSA,AT-HOME,HA,other,HAother
3912,Bengaluru,10-01-2023,APP,63bd117b8e918b51c6f5abdb,3583.3,Bengaluru,BENGALURU,POD,lifecell-isolve,AT-HOME,Lab-Test,other,Lab-Testother
3913,Other,10-01-2023,Inbound-SEM,63bd12f38e918b0719f5ac49,949.3,Lucknow,LUCKNOW,POD,Lifecell HA,AT-HOME,HA,other,HAother
3914,Mumbai,10-01-2023,Opportunity,63bd13b08e918b8acdf5ac79,1710.3,Mumbai,,POD,Thyrocare-DSA,AT-HOME,HA,other,HAother
3915,Bengaluru,10-01-2023,APP,63bd152449867aeab8e81fb6,667,Bengaluru,BENGALURU,ONLINE,Promiso RTPCR,AT-HOME,Lab-Test,other,Lab-Testother
3916,Bengaluru,10-01-2023,APP,63bd15f58e918b1e6ef5ad04,2908,Bengaluru,BENGALURU,ONLINE,lifecell-isolve,AT-HOME,HA,other,HAother
3917,Other,10-01-2023,Diagright-Base,63bd192649867a8615e82088,1310.3,Rajkot,,POD,Thyrocare-DSA,AT-HOME,HA,other,HAother
3918,MUMBAI,10-01-2023,Outbound Lead,63bd194c8e918bd7c1f5ad9d,6775,MUMBAI,THANE,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
3919,Other,10-01-2023,APP,63bd19cf8e918b7f77f5adbd,1609,Purnia,,ONLINE,Thyrocare-DSA,AT-HOME,HA,other,HAother
3920,Other,10-01-2023,WEB_ORDER,63bd19fb49867a3a21e820bc,1710.3,Coimbatore,,POD,Thyrocare-DSA,AT-HOME,HA,other,HAother
3921,Other,10-01-2023,APP,63bd1b1b8e918b496bf5ae03,2910, ,,ONLINE,Thyrocare-DSA,AT-HOME,HA,other,HAother
3922,Hyderabad,10-01-2023,App Upgrade,63bd1df78e918b4fd5f5ae96,1539.4,Hyderabad,BEGUMPET,POD,Lifecell HA,AT-HOME,HA,other,HAother
3923,Hyderabad,10-01-2023,APP,63bd1eb38e918b247bf5aebf,724.3,Hyderabad,HYDERABAD,POD,Lifecell HA,AT-HOME,Lab-Test,other,Lab-Testother
3924,Hyderabad,10-01-2023,App Upgrade,63bd1f2549867aa64be821cc,2899,Hyderabad,BEGUMPET,POD,Lifecell HA,AT-HOME,HA,other,HAother
3925,DELHI,10-01-2023,Exotel Lead,63bd22ff49867ae2dce8228e,8315,DELHI,HAUZ KHAS,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
3926,BENGALURU,10-01-2023,Outbound Lead,63bd24198e918b502ff5afec,4560,BENGALURU,UTTARAHALLI HOBLI,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
3927,Mumbai,10-01-2023,APP,63bd24e349867aafc3e822eb,3310,Dombivli,,ONLINE,Thyrocare-DSA,AT-HOME,HA,other,HAother
3928,Bengaluru,10-01-2023,APP,63bd253849867a6ce3e82315,0,Bengaluru,,NO-PAYMENT-REQUIRED,Thyrocare-DSA,AT-HOME,HA,other,HAother
3929,Bengaluru,10-01-2023,APP,63bd262549867a7321e82346,2398,Bengaluru,,ONLINE,lifecell-isolve,AT-HOME,HA,other,HAother
3930,DELHI,10-01-2023,Exotel Lead,63bd26aa8e918b3af6f5b05a,2250,DELHI,MOTI BAGH,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
3931,Other,10-01-2023,Support,63bd27a28e918bfd78f5b09b,1468.8,Jaipur,,POD,Thyrocare-DSA,AT-HOME,HA,other,HAother
3932,Hyderabad,10-01-2023,APP,63bd28c949867a34a4e823c5,799.3,Hyderabad,BEGUMPET,POD,Lifecell HA,AT-HOME,Lab-Test,other,Lab-Testother
3933,Chennai,10-01-2023,Inbound Lead,63bd2bc28e918b3310f5b16e,3299.3,Chennai,CHENNAI,POD,Lifecell HA,AT-HOME,HA,other,HAother
3934,Chennai,10-01-2023,IB-UPSELL,63bd2d0d49867a813ce824d1,1150.3,Chennai,CHENNAI,POD,Lifecell HA,AT-HOME,Lab-Test,other,Lab-Testother
3935,BENGALURU,10-01-2023,APP,63bd2d8b8e918b4167f5b1f1,6060,BENGALURU,KORAMANGALA,ONLINE,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
3936,Chennai,10-01-2023,IB-UPSELL,63bd2f078e918b5c37f5b25a,2819.45,Chennai,CHENNAI,POD,Lifecell HA,AT-HOME,HA,other,HAother
3937,Hyderabad,10-01-2023,APP,63bd2f798e918b2825f5b26a,375,Kondapur,BEGUMPET,ONLINE,Lifecell HA,AT-HOME,Lab-Test,other,Lab-Testother
3938,DELHI,10-01-2023,APP,63bd317b49867acd9de825d6,600,DELHI,UTTAM NAGAR,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
3939,Delhi,10-01-2023,APP,63bd319249867a1e39e825e0,1398, ,GURGOAN,ONLINE,Lifecell HA,AT-HOME,HA,other,HAother
3940,Other,10-01-2023,Diagright-Base,63bd31d48e918b7608f5b2e6,1310.3,Gandhinagar,,POD,Thyrocare-DSA,AT-HOME,HA,other,HAother
3941,MUMBAI,10-01-2023,Inbound-SEM,63bd31d949867a76f3e825f6,4200,MUMBAI,SION WEST,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
3942,Other,10-01-2023,HealthifyMe,63bd337449867a6633e82675,0,Bandholi,,POD,Thyrocare-DSA,AT-HOME,HA,other,HAother
3943,Bengaluru,10-01-2023,Care Program,63bd34138e918b18d8f5b39c,0,Bengaluru,BENGALURU,POD,lifecell-isolve,AT-HOME,HA,other,HAother
3944,Other,10-01-2023,Opportunity,63bd35aa8e918bc36ff5b3fd,2989.3,Bokaro,,POD,Thyrocare-DSA,AT-HOME,HA,other,HAother
3945,Other,10-01-2023,Agent Upsell,63bd35b88e918b447ff5b403,2828.8,Bokaro,,POD,Thyrocare-DSA,AT-HOME,HA,other,HAother
3946,Other,10-01-2023,HealthifyMe,63bd36988e918b6200f5b43b,0,Vijayawada,,POD,Thyrocare-DSA,AT-HOME,HA,other,HAother
3947,Other,10-01-2023,Diagright-Base,63bd371d49867a01a9e8274b,1710.3,East godavari,,POD,Thyrocare-DSA,AT-HOME,HA,other,HAother
3948,Other,10-01-2023,APP,63bd37d049867a0cdbe82794,1498,Varanasi,LUCKNOW,ONLINE,Lifecell HA,AT-HOME,HA,other,HAother
3949,HYDERABAD,10-01-2023,Outbound Lead,63bd389b49867abad5e827bf,3415,HYDERABAD,PUNJAGUTTA,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
3950,Hyderabad,10-01-2023,Care Program,63bd38bd8e918bbdaaf5b4a6,0,Hyderabad,BEGUMPET,POD,Lifecell HA,AT-HOME,HA,other,HAother
3951,Bengaluru,10-01-2023,Inbound Lead,63bd38d88e918b0e4ff5b4ab,1279.3,Bengaluru,,POD,Thyrocare-DSA,AT-HOME,HA,other,HAother
3952,Bengaluru,10-01-2023,APP,63bd3ace8e918b1d1cf5b4fe,347, ,BENGALURU,ONLINE,lifecell-isolve,AT-HOME,Lab-Test,other,Lab-Testother
3953,Other,10-01-2023,App Upgrade,63bd3e3749867af1b7e828d3,1539.3,Bhagalpur,,POD,Thyrocare-DSA,AT-HOME,HA,other,HAother
3954,Bengaluru,10-01-2023,APP,63bd40598e918b7cddf5b647,1675,Bengaluru,BENGALURU,ONLINE,lifecell-isolve,AT-HOME,Lab-Test,other,Lab-Testother
3955,Bengaluru,10-01-2023,Opportunity,63bd416849867a8923e8297d,2899,Bengaluru,BENGALURU,POD,lifecell-isolve,AT-HOME,HA,other,HAother
3956,Bengaluru,10-01-2023,Agent Upsell,63bd43298e918b755ff5b6f0,2609.1,Bengaluru,BENGALURU,POD,lifecell-isolve,AT-HOME,HA,other,HAother
3957,Pune,10-01-2023,WEB_ORDER,63bd43c58e918bce77f5b70c,0,Pimpri-Chinchwad,KOTHRUD,POD,Lifecell HA,AT-HOME,HA,other,HAother
3958,Other,10-01-2023,APP,63bd44498e918b4286f5b738,3310.3,Vijayawada,,POD,Thyrocare-DSA,AT-HOME,HA,other,HAother
3959,Bengaluru,10-01-2023,Opportunity,63bd446c8e918b4065f5b741,599.3,Bengaluru,,POD,Thyrocare-DSA,AT-HOME,Lab-Test,other,Lab-Testother
3960,Bengaluru,10-01-2023,APP,63bd44938e918b278cf5b747,1598,Bengaluru,BENGALURU,ONLINE,lifecell-isolve,AT-HOME,HA,other,HAother
3961,CHENNAI,10-01-2023,APP,63bd45af8e918b141bf5b765,0,CHENNAI,CHROMEPET,NO-PAYMENT-REQUIRED,,AT-CENTER,HA,other,HAother
3962,Hyderabad,10-01-2023,Opportunity,63bd489449867a0c83e82abb,699.3,Hyderabad,BEGUMPET,POD,Lifecell HA,AT-HOME,HA,other,HAother
3963,Bengaluru,10-01-2023,APP,63bd4a6a8e918b66b0f5b84e,3198,Bengaluru,BENGALURU,ONLINE,lifecell-isolve,AT-HOME,HA,other,HAother
3964,Pune,10-01-2023,HealthifyMe,63bd4dca49867aa439e82b7a,0,Pune,KOTHRUD,POD,Lifecell HA,AT-HOME,HA,other,HAother
3965,Other,10-01-2023,APP,63bd4ef68e918b5178f5b90b,968,Guntur,,ONLINE,Thyrocare-DSA,AT-HOME,HA,other,HAother
3966,Other,10-01-2023,App Upgrade,63bd513f8e918b4d88f5b975,2110.3,Puducherry,,POD,Thyrocare-DSA,AT-HOME,HA,other,HAother
3967,Other,10-01-2023,App Upgrade,63bd529949867a78ebe82caa,1310,Bhilwara,,POD,Thyrocare-DSA,AT-HOME,HA,other,HAother
3968,BENGALURU,10-01-2023,Inbound Lead,63bd548849867a16bfe82d0c,2640,BENGALURU,WHITEFIELD,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
3969,BENGALURU,10-01-2023,APP,63bd54928e918b0306f5ba20,200,BENGALURU,SINGASANDRA,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
3970,Other,10-01-2023,App Upgrade,63bd551f8e918b5757f5ba31,968,Visakhapatnam,,POD,Thyrocare-DSA,AT-HOME,HA,other,HAother
3971,Other,10-01-2023,App Upgrade,63bd554b8e918b852bf5ba39,968,Visakhapatnam,,POD,Thyrocare-DSA,AT-HOME,HA,other,HAother
3972,DELHI,10-01-2023,Exotel Lead,63bd57a98e918b182cf5ba90,480,DELHI,PUSA ROAD,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
3973,Bengaluru,10-01-2023,Inbound Lead,63bd584049867a6246e82dba,569.9,Bengaluru,BENGALURU,POD,lifecell-isolve,AT-HOME,Lab-Test,other,Lab-Testother
3974,DELHI,10-01-2023,Outbound Lead,63bd58f249867a47ede82de5,1760,DELHI,SDA,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
3975,Delhi,10-01-2023,WEB_ORDER,63bd5a2349867a12eae82e2d,2549,New Delhi,DELHI,ONLINE,Lifecell HA,AT-HOME,Lab-Test,other,Lab-Testother
3976,Delhi,10-01-2023,APP,63bd5d7349867aa4c9e82f07,310,New Delhi,DELHI,ONLINE,Lifecell HA,AT-HOME,Lab-Test,other,Lab-Testother
3977,Delhi,10-01-2023,Inbound Lead,63bd5eda49867a4eebe82f5e,2899.3,Delhi,DELHI,POD,Lifecell HA,AT-HOME,Lab-Test,other,Lab-Testother
3978,Chennai,10-01-2023,App Upgrade,63bd5f7f49867a0afae82f92,1299.3,Padur,CHENNAI,POD,Lifecell HA,AT-HOME,HA,other,HAother
3979,Mumbai,10-01-2023,App Upgrade,63bd66248e918b1da1f5bdec,1710,Mumbai,,POD,Thyrocare-DSA,AT-HOME,HA,other,HAother
3980,Bengaluru,10-01-2023,APP,63bd664349867a805ae8314e,230, ,BENGALURU,ONLINE,lifecell-isolve,AT-HOME,Lab-Test,other,Lab-Testother
3981,DELHI,10-01-2023,WEB_ORDER,63bd66988e918b1bf5f5be0f,675,DELHI,GREEN PARK,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
3982,Hyderabad,10-01-2023,APP,63bd66fe8e918b011ef5be29,581,Kondapur,BEGUMPET,ONLINE,Lifecell HA,AT-HOME,Lab-Test,other,Lab-Testother
3983,BANGALORE,10-01-2023,APP,63bd67be49867abd01e831a8,1449,BANGALORE,J P NAGAR 1ST PHASE,POD,,AT-CENTER,Lab-Test,other,Lab-Testother
3984,DELHI,10-01-2023,Inbound-SEM,63bd687d8e918bcf02f5be89,21600,DELHI,SDA,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
3985,Bengaluru,10-01-2023,APP,63bd68fb8e918b0490f5beb3,1598,Bengaluru,BENGALURU,ONLINE,lifecell-isolve,AT-HOME,HA,other,HAother
3986,Chennai,10-01-2023,HealthifyMe,63bd697649867affeee83230,0,Guduvancheri,CHENNAI,POD,Lifecell HA,AT-HOME,HA,other,HAother
3987,Other,10-01-2023,HealthifyMe,63bd6a0649867a5875e8324c,0,Bangaru Chelaka,,POD,Thyrocare-DSA,AT-HOME,HA,other,HAother
3988,Bengaluru,10-01-2023,Opportunity,63bd6a118e918ba5ddf5befc,1699.3,Bengaluru,BENGALURU,POD,lifecell-isolve,AT-HOME,HA,other,HAother
3989,Bengaluru,10-01-2023,Agent Upsell,63bd6a528e918b589af5bf1e,1459.45,Bengaluru,BENGALURU,POD,lifecell-isolve,AT-HOME,HA,other,HAother
3990,Other,10-01-2023,HealthifyMe,63bd6b5a8e918bda9bf5bf54,0,Jaipur,,POD,Thyrocare-DSA,AT-HOME,HA,other,HAother
3991,Delhi,10-01-2023,WEB_ORDER,63bd6bc68e918b534bf5bf74,0,Gurugram,,POD,Lifecell HA,AT-HOME,HA,other,HAother
3992,Other,10-01-2023,HealthifyMe,63bd6bf949867ad21ce832e4,0,Nizamabad,,POD,Thyrocare-DSA,AT-HOME,HA,other,HAother
3993,Other,10-01-2023,HealthifyMe,63bd6d628e918b79d0f5bff1,0,Bokaro Steel City,,POD,Thyrocare-DSA,AT-HOME,HA,other,HAother
3994,Bengaluru,10-01-2023,APP,63bd6de88e918be34df5c011,375.3,Bengaluru,BENGALURU,POD,lifecell-isolve,AT-HOME,Lab-Test,other,Lab-Testother
3995,Delhi,10-01-2023,APP,63bd6e9549867a23fbe83380,925,New Delhi,DELHI,ONLINE,Lifecell HA,AT-HOME,Lab-Test,other,Lab-Testother
3996,Delhi,10-01-2023,APP,63bd6f2e49867a0b96e833a0,1500.3,Gurugram,,POD,lifecell-isolve 2,AT-HOME,RTPCR,other,RTPCRother
3997,Delhi,10-01-2023,Exotel Lead,63bd6f8149867a7e98e833c2,403.3,Gurugram,LAJPAT NAGAR-1,POD,Promiso RTPCR,AT-HOME,Lab-Test,other,Lab-Testother
3998,Bengaluru,10-01-2023,APP,63bd708b49867a083ee833fa,346.8,Bengaluru,BENGALURU,POD,lifecell-isolve,AT-HOME,Lab-Test,other,Lab-Testother
3999,Delhi,10-01-2023,WEB_ORDER,63bd73828e918b5580f5c123,0,Gurugram,GURGOAN,NO-PAYMENT-REQUIRED,Lifecell HA,AT-HOME,HA,other,HAother
4000,Pune,10-01-2023,APP,63bd74d78e918b3252f5c167,2117,Pune,,ONLINE,Lifecell HA,AT-HOME,HA,other,HAother
4001,Bengaluru,10-01-2023,APP,63bd76cc8e918b4906f5c1a4,1927,Bengaluru,BENGALURU,ONLINE,lifecell-isolve,AT-HOME,Lab-Test,other,Lab-Testother
4002,Delhi,10-01-2023,Outbound Lead,63bd78538e918b2fcef5c233,0,New Delhi,DELHI,POD,Lifecell HA,AT-HOME,HA,other,HAother
4003,Bengaluru,10-01-2023,Support,63bd7a3d8e918b0da4f5c29d,179.3,Bengaluru,BENGALURU,POD,lifecell-isolve,AT-HOME,Lab-Test,other,Lab-Testother
4004,Bengaluru,10-01-2023,Phlebo Upsell,63bd7b878e918bbb0af5c2e7,1699.5,Bengaluru,BENGALURU,POD,lifecell-isolve,AT-HOME,HA,other,HAother
4005,Other,10-01-2023,APP,63bd7c9f8e918bbddff5c330,1699, ,LUCKNOW,POD,Lifecell HA,AT-HOME,HA,other,HAother
4006,Bengaluru,10-01-2023,APP,63bd7d1a8e918bfc6af5c346,0,Bengaluru,,NO-PAYMENT-REQUIRED,lifecell-isolve,AT-HOME,Lab-Test,other,Lab-Testother
4007,BENGALURU,10-01-2023,Outbound Lead,63bd7e0d8e918b5029f5c36b,200,BENGALURU,SINGASANDRA,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
4008,Hyderabad,10-01-2023,Opportunity,63bd7e5e49867a3cefe8364b,1699.3,Hyderabad,BEGUMPET,POD,Lifecell HA,AT-HOME,HA,other,HAother
4009,Hyderabad,10-01-2023,Opportunity,63bd7f9a49867af961e8367d,1299,Secunderabad,BEGUMPET,POD,Lifecell HA,AT-HOME,HA,other,HAother
4010,Hyderabad,10-01-2023,Agent Upsell,63bd7fe18e918b37caf5c3e1,2464.15,Secunderabad,BEGUMPET,POD,Lifecell HA,AT-HOME,HA,other,HAother
4011,Pune,10-01-2023,APP,63bd81ff49867a6482e836d6,2609,Pune,KOTHRUD,ONLINE,Lifecell HA,AT-HOME,HA,other,HAother
4012,Delhi,10-01-2023,APP,63bd839c8e918baef8f5c445,0,Delhi,NCR,NO-PAYMENT-REQUIRED,lifecell-isolve 2,AT-HOME,HA,other,HAother
4013,Bengaluru,10-01-2023,APP,63bd851f49867a103fe83757,0,Bengaluru,BENGALURU,NO-PAYMENT-REQUIRED,lifecell-isolve,AT-HOME,Lab-Test,other,Lab-Testother
4014,Bengaluru,10-01-2023,Phlebo Upsell,63bd856a8e918b66dbf5c48d,1768.3,Bengaluru,BENGALURU,POD,lifecell-isolve,AT-HOME,Lab-Test,other,Lab-Testother
4015,Bengaluru,10-01-2023,Phlebo Upsell,63bd863349867a2e70e8376d,2351.5,Bengaluru,BENGALURU,POD,lifecell-isolve,AT-HOME,Lab-Test,other,Lab-Testother
4016,PUNE,10-01-2023,Exotel Lead,63bd88ac8e918b0700f5c523,1275,PUNE,PIMPRI COLONY,POD,,AT-CENTER,Lab-Test,other,Lab-Testother
4017,Bengaluru,10-01-2023,APP,63bd893d49867a08e6e83802,710.3,Bengaluru,BENGALURU,POD,Promiso RTPCR,AT-HOME,HA,other,HAother
4018,Bengaluru,10-01-2023,APP,63bd8a618e918b4852f5c593,0,Bengaluru,BENGALURU,POD,lifecell-isolve,AT-HOME,Lab-Test,other,Lab-Testother
4019,DELHI,10-01-2023,WEB_ORDER,63bd8b058e918b6d00f5c5ba,4000,DELHI,KARKADOOMA,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
4020,Bengaluru,10-01-2023,APP,63bd8c2d49867a9a09e83873,1220,Bengaluru,,ONLINE,Promiso RTPCR,AT-HOME,HA,other,HAother
4021,Bengaluru,10-01-2023,APP,63bd8e9b49867ad685e838d7,232,Bengaluru,BENGALURU,ONLINE,lifecell-isolve,AT-HOME,Lab-Test,other,Lab-Testother
4022,Bengaluru,11-01-2023,APP,63bdb4d549867a2e47e83ca6,779,Bengaluru,BENGALURU,ONLINE,lifecell-isolve,AT-HOME,RTPCR,other,RTPCRother
4023,Bengaluru,11-01-2023,APP,63bdb7858e918b1258f5ca61,0, ,BENGALURU,NO-PAYMENT-REQUIRED,lifecell-isolve,AT-HOME,HA,other,HAother
4024,CHENNAI,11-01-2023,APP,63bdf4f549867a4240e83e4c,450,CHENNAI,ANNANAGAR,ONLINE,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
4025,Bengaluru,11-01-2023,APP,63be0ccd8e918b852af5cc24,480,Bengaluru,BENGALURU,POD,lifecell-isolve,AT-HOME,RTPCR,other,RTPCRother
4026,Bengaluru,11-01-2023,Phlebo Upgrade,63be13b049867a4482e83f1c,1379.5,Bengaluru,BENGALURU,POD,lifecell-isolve,AT-HOME,HA,other,HAother
4027,HYDERABAD,11-01-2023,Clinic Lead,63be142d8e918bc4ebf5cc43,399,HYDERABAD,KUKATPALLY,Prepaid,,AT-CENTER,Lab-Test,other,Lab-Testother
4028,HYDERABAD,11-01-2023,Clinic Lead,63be14318e918b3486f5cc48,200,HYDERABAD,KUKATPALLY,Prepaid,,AT-CENTER,Lab-Test,other,Lab-Testother
4029,HYDERABAD,11-01-2023,Clinic Lead,63be143549867aff58e83f29,1400,HYDERABAD,KUKATPALLY,Prepaid,,AT-CENTER,Lab-Test,other,Lab-Testother
4030,HYDERABAD,11-01-2023,Clinic Lead,63be14398e918b2bd7f5cc50,700,HYDERABAD,KUKATPALLY,Prepaid,,AT-CENTER,Lab-Test,other,Lab-Testother
4031,HYDERABAD,11-01-2023,Clinic Lead,63be143e49867a07c4e83f30,1350,HYDERABAD,SECUNDERABAD,Prepaid,,AT-CENTER,Lab-Test,other,Lab-Testother
4032,HYDERABAD,11-01-2023,Clinic Lead,63be144149867a0f77e83f3f,300,HYDERABAD,SECUNDERABAD,Prepaid,,AT-CENTER,Lab-Test,other,Lab-Testother
4033,HYDERABAD,11-01-2023,Clinic Lead,63be144849867a3299e83f45,900,HYDERABAD,SECUNDERABAD,Prepaid,,AT-CENTER,Lab-Test,other,Lab-Testother
4034,HYDERABAD,11-01-2023,Clinic Lead,63be144b49867a33b0e83f51,300,HYDERABAD,SECUNDERABAD,Prepaid,,AT-CENTER,Lab-Test,other,Lab-Testother
4035,HYDERABAD,11-01-2023,Clinic Lead,63be14528e918b0e0ef5cc68,5375,HYDERABAD,SECUNDERABAD,Prepaid,,AT-CENTER,Lab-Test,other,Lab-Testother
4036,HYDERABAD,11-01-2023,Clinic Lead,63be145749867a116de83f69,2300,HYDERABAD,SECUNDERABAD,Prepaid,,AT-CENTER,Lab-Test,other,Lab-Testother
4037,HYDERABAD,11-01-2023,Clinic Lead,63be14c38e918b31d2f5cc94,100,HYDERABAD,SECUNDERABAD,Prepaid,,AT-CENTER,Lab-Test,other,Lab-Testother
4038,HYDERABAD,11-01-2023,Clinic Lead,63be14c849867acccce83f7d,1899,HYDERABAD,KUKATPALLY,Prepaid,,AT-CENTER,Lab-Test,other,Lab-Testother
4039,HYDERABAD,11-01-2023,Clinic Lead,63be14cc49867a368ee83f84,300,HYDERABAD,SECUNDERABAD,Prepaid,,AT-CENTER,Lab-Test,other,Lab-Testother
4040,HYDERABAD,11-01-2023,Clinic Lead,63be14d18e918be0e4f5cca6,1899,HYDERABAD,KUKATPALLY,Prepaid,,AT-CENTER,Lab-Test,other,Lab-Testother
4041,HYDERABAD,11-01-2023,Clinic Lead,63be14d58e918b4fe8f5ccae,300,HYDERABAD,SECUNDERABAD,Prepaid,,AT-CENTER,Lab-Test,other,Lab-Testother
4042,HYDERABAD,11-01-2023,Clinic Lead,63be14d949867a8873e83f8e,1400,HYDERABAD,KUKATPALLY,Prepaid,,AT-CENTER,Lab-Test,other,Lab-Testother
4043,HYDERABAD,11-01-2023,Clinic Lead,63be14dd49867a1de4e83f93,1400,HYDERABAD,KUKATPALLY,Prepaid,,AT-CENTER,Lab-Test,other,Lab-Testother
4044,HYDERABAD,11-01-2023,Clinic Lead,63be155849867ad27fe83fa6,300,HYDERABAD,SECUNDERABAD,Prepaid,,AT-CENTER,Lab-Test,other,Lab-Testother
4045,HYDERABAD,11-01-2023,Clinic Lead,63be155c49867a8b09e83fab,1899,HYDERABAD,KUKATPALLY,Prepaid,,AT-CENTER,Lab-Test,other,Lab-Testother
4046,HYDERABAD,11-01-2023,Clinic Lead,63be156049867aa67ae83fb7,300,HYDERABAD,SECUNDERABAD,Prepaid,,AT-CENTER,Lab-Test,other,Lab-Testother
4047,HYDERABAD,11-01-2023,Clinic Lead,63be156349867ade89e83fbf,549,HYDERABAD,KUKATPALLY,Prepaid,,AT-CENTER,Lab-Test,other,Lab-Testother
4048,HYDERABAD,11-01-2023,Clinic Lead,63be15678e918b45aef5ccc8,300,HYDERABAD,SECUNDERABAD,Prepaid,,AT-CENTER,Lab-Test,other,Lab-Testother
4049,HYDERABAD,11-01-2023,Clinic Lead,63be156b49867aa22ce83fc4,150,HYDERABAD,SECUNDERABAD,Prepaid,,AT-CENTER,Lab-Test,other,Lab-Testother
4050,HYDERABAD,11-01-2023,Clinic Lead,63be157049867a23a5e83fca,1550,HYDERABAD,SECUNDERABAD,Prepaid,,AT-CENTER,Lab-Test,other,Lab-Testother
4051,HYDERABAD,11-01-2023,Clinic Lead,63be157549867a144ee83fde,700,HYDERABAD,KUKATPALLY,Prepaid,,AT-CENTER,Lab-Test,other,Lab-Testother
4052,HYDERABAD,11-01-2023,Clinic Lead,63be157a49867a9a04e83fea,1600,HYDERABAD,SECUNDERABAD,Prepaid,,AT-CENTER,Lab-Test,other,Lab-Testother
4053,HYDERABAD,11-01-2023,Clinic Lead,63be157f8e918b5b8df5ccd8,3950,HYDERABAD,SECUNDERABAD,Prepaid,,AT-CENTER,Lab-Test,other,Lab-Testother
4054,HYDERABAD,11-01-2023,Clinic Lead,63be15ef8e918b89c6f5cce8,3295,HYDERABAD,SECUNDERABAD,Prepaid,,AT-CENTER,Lab-Test,other,Lab-Testother
4055,HYDERABAD,11-01-2023,Clinic Lead,63be15f249867a845fe8400d,300,HYDERABAD,SECUNDERABAD,Prepaid,,AT-CENTER,Lab-Test,other,Lab-Testother
4056,HYDERABAD,11-01-2023,Clinic Lead,63be15f78e918bbab5f5cd00,1050,HYDERABAD,SECUNDERABAD,Prepaid,,AT-CENTER,Lab-Test,other,Lab-Testother
4057,HYDERABAD,11-01-2023,Clinic Lead,63be15fd8e918b4655f5cd09,4145,HYDERABAD,SECUNDERABAD,Prepaid,,AT-CENTER,Lab-Test,other,Lab-Testother
4058,HYDERABAD,11-01-2023,Clinic Lead,63be160349867a2575e84019,900,HYDERABAD,SECUNDERABAD,Prepaid,,AT-CENTER,Lab-Test,other,Lab-Testother
4059,HYDERABAD,11-01-2023,Clinic Lead,63be16088e918bf7e4f5cd3c,2680,HYDERABAD,SECUNDERABAD,Prepaid,,AT-CENTER,Lab-Test,other,Lab-Testother
4060,HYDERABAD,11-01-2023,Clinic Lead,63be160d8e918be5eaf5cd4a,300,HYDERABAD,SECUNDERABAD,Prepaid,,AT-CENTER,Lab-Test,other,Lab-Testother
4061,HYDERABAD,11-01-2023,Clinic Lead,63be161249867a2defe8402d,3150,HYDERABAD,SECUNDERABAD,Prepaid,,AT-CENTER,Lab-Test,other,Lab-Testother
